"created_date","n","sentiment_score_min","sentiment_score_mean","sentiment_score_max","retweet_count_total","retweet_count_median","favorite_count_total","favorite_count_median","text_total","direction"
2017-01-18,8,0.114983886480331,0.558397822082043,0.989226698875427,103508,11444,568009,11444,"Will be interviewed by @ainsleyearhardt on @foxandfriends - Enjoy! ||| Totally biased @NBCNews went out of its way to say that the big announcement from Ford G.M. Lockheed &amp; others that jobs are coming back... ||| to the U.S. but had nothing to do with TRUMP is more FAKE NEWS. Ask top CEO's of those companies for real facts. Came back because of me! |||  || Bayer AG has pledged to add U.S. jobs and investments after meeting with President-elect Donald Trump the latest in a string... ||  @WSJ ||| No wonder the Today Show on biased @NBC is doing so badly compared to its glorious past. Little credibility! ||| .@TheAlabamaBand was great last night in D.C. playing for 147 Diplomats and Ambassadors from countries around the world. Thanks Alabama! ||| Writing my inaugural address at the Winter White House Mar-a-Lago three weeks ago. Looking forward to Friday.… https://t.co/J0ojOXjrga ||| Looking forward to a speedy recovery for George and Barbara Bush both hospitalized. Thank you for your wonderful letter!",0
2017-01-19,8,0.256841480731964,0.780868291854858,0.98839271068573,148230,14308.5,769993,14308.5,"Great seeing @TheLeeGreenwood  and Kimberly at this evenings VP dinner! #GodBlessTheUSA https://t.co/SxVmaWvOFT ||| Thank you to our amazing Wounded Warriors for their service. It was an honor to be with them tonight in D.C.… https://t.co/Qj5cpfaykD |||  || It wasn't Donald Trump that divided this country this country has been divided for a long time! ||  Stated today by Reverend Franklin Graham. ||| Getting ready to leave for Washington D.C. The journey begins and I will be working and fighting very hard to make it a great journey for.. ||| the American people. I have no doubt that we will together MAKE AMERICA GREAT AGAIN! ||| On my way! #Inauguration2017 https://t.co/hOuMbxGnpe ||| Great Concert at 4:00 P.M. today at Lincoln Memorial. Enjoy! ||| Join me at 4pm over at the Lincoln Memorial with my family!#Inauguration2017 https://t.co/GQeQpJOgWz",0
2017-01-20,13,0.5,0.666703045368195,0.988968014717102,417567,34204,1867501,34204,"Thank you for joining us at the Lincoln Memorial tonight- a very special evening! Together we are going to MAKE AM… https://t.co/OSxa3BamHs ||| Thank you for a wonderful evening in Washington D.C. #Inauguration https://t.co/a6xpFQTHj5 ||| It all begins today! I will see you at 11:00 A.M. for the swearing-in. THE MOVEMENT CONTINUES - THE WORK BEGINS! ||| Today we are not merely transferring power from one Administration to another or from one party to another – but we are transferring... ||| power from Washington D.C. and giving it back to you the American People. #InaugurationDay ||| What truly matters is not which party controls our government but whether our government is controlled by the people. ||| January 20th 2017 will be remembered as the day the people became the rulers of this nation again. ||| The forgotten men and women of our country will be forgotten no longer. From this moment on it’s going to be #AmericaFirst🇺🇸 ||| We will bring back our jobs. We will bring back our borders. We will bring back our wealth - and we will bring back our dreams! ||| We will follow two simple rules: BUY AMERICAN &amp; HIRE AMERICAN!#InaugurationDay #MAGA🇺🇸 ||| It is time to remember that...https://t.co/ZKyOiOor62 ||| So to all Americans in every city near and far small and large from mountain to mountain...https://t.co/cZKkrGXLSi ||| TO ALL AMERICANS🇺🇸https://t.co/D7Es6ie4fY",1
2017-01-23,1,0.829085290431976,0.829085290431976,0.829085290431976,26750,26750,177839,26750,"Busy week planned with a heavy focus on jobs and national security. Top executives coming in at 9:00 A.M. to talk manufacturing in America.",0
2017-01-24,4,0.5,0.7783163189888,0.939389705657959,86707,22341,495813,22341,"Will be meeting at 9:00 with top automobile executives concerning jobs in America. I want new plants to be built here for cars sold here! ||| A photo delivered yesterday that will be displayed in the upper/lower press hall. Thank you Abbas! https://t.co/Uzp0ivvRp0 ||| Great meeting with automobile industry leaders at the @WhiteHouse this morning. Together we will #MAGA! https://t.co/OXdiLOkGsZ ||| Signing orders to move forward with the construction of the Keystone XL and Dakota Access pipelines in the Oval Off… https://t.co/aOxmfO0vOK",1
2017-01-25,8,0.210520178079605,0.571567557752132,0.968283236026764,240014,23927.5,1112361,23927.5,"Great meeting with Ford CEO Mark Fields and General Motors CEO Mary Barra at the @WhiteHouse today. https://t.co/T0eIgO6LP8 ||| Congratulations to @FoxNews for being number one in inauguration ratings. They were many times higher than FAKE NEWS @CNN - public is smart! ||| If Chicago doesn't fix the horrible  || carnage ||  going on 228 shootings in 2017 with 42 killings (up 24% from 2016) I will send in the Feds! ||| Big day planned on NATIONAL SECURITY tomorrow. Among many other things we will build the wall! ||| I will be asking for a major investigation into VOTER FRAUD including those registered to vote in two states those who are illegal and.... ||| even those registered to vote who are dead (and many for a long time). Depending on results we will strengthen up voting procedures! ||| I will be making my Supreme Court pick on Thursday of next week.Thank you! ||| I will be interviewed by @DavidMuir tonight at 10 o'clock on @ABC. Will be my first interview from the White House.… https://t.co/4zuOrRdcoc",1
2017-01-26,11,0.0155532658100128,0.571268420327793,0.90607875585556,194173,23095,970602,23095,"Beginning today the United States of America gets back control of its borders. Full speech from today @DHSgov:… https://t.co/8aDaHsAhg9 ||| As your President I have no higher duty than to protect the lives of the American people. https://t.co/o7YNUNwb8f |||  || @romoabcnews: .@DavidMuir first @POTUS interview since taking office.  Tonight on @ABCWorldNews @ABC2020 tonight. https://t.co/I4Vz1mRdBK ||  ||| Interview with David Muir of @ABC News in 10 minutes. Enjoy! ||| Ungrateful TRAITOR Chelsea Manning who should never have been released from prison is now calling President Obama a weak leader. Terrible! ||| The U.S. has a 60 billion dollar trade deficit with Mexico. It has been a one-sided deal from the beginning of NAFTA with massive numbers... ||| of jobs and companies lost. If Mexico is unwilling to pay for the badly needed wall then it would be better to cancel the upcoming meeting. ||| Spoke at the Congressional @GOP Retreat in Philadelphia PA. this afternoon w/ @VP @SenMajLeader @SpeakerRyan. Th… https://t.co/s4sTbSyBSR ||| Spoke at the Congressional @GOP Retreat in Philadelphia PA. this afternoon w/ @VP @SenateMajLdr @SpeakerRyan. Th… https://t.co/ALSADGrwoe ||| Will be interviewed by @SeanHannity on @FoxNews at 10:00pm tonight. Enjoy! ||| Miami-Dade Mayor drops sanctuary policy. Right decision. Strong! https://t.co/MtPvaDC4jM",1
2017-01-27,7,0.178977221250534,0.628458487136023,0.954739689826965,168114,19030,841537,19030,"Look forward to seeing final results of VoteStand. Gregg Phillips and crew say at least 3000000 votes were illegal. We must do better! ||| Mexico has taken advantage of the U.S. for long enough. Massive trade deficits &amp; little help on the very weak border must change NOW! ||| The #MarchForLife is so important. To all of you marching --- you have my full support! ||| .@VP Mike Pence will be speaking at today's #MarchForLife -- You have our full support! https://t.co/1jb53SEGV4 ||| Statement on International Holocaust Remembrance Day: https://t.co/KjU0MOxCHk ||| Congratulations Secretary Mattis! https://t.co/mkuhbegzqS ||| I promise that our administration will ALWAYS have your back. We will ALWAYS be with you! https://t.co/D0aOWhOH4X",0
2017-01-30,7,0.0665425956249237,0.327848540885108,0.826313018798828,217651,32607,1077062,32607,"Only 109 people out of 325000 were detained and held for questioning. Big problems at airports were caused by Delta computer outage..... ||| protesters and the tears of Senator Schumer. Secretary Kelly said that all is going well with very few problems. MAKE AMERICA SAFE AGAIN! ||| There is nothing nice about searching for terrorists before they can enter our country. This was a big part of my campaign. Study the world! ||| If the ban were announced with a one week notice the  || bad ||  would rush into our country during that week. A lot of bad  || dudes ||  out there! ||| I have made my decision on who I will nominate for The United States Supreme Court. It will be announced live on Tuesday at 8:00 P.M. (W.H.) ||| Where was all the outrage from Democrats and the opposition party (the media) when our jobs were fleeing our country? ||| The American dream is back. We’re going to create an environment for small business like we haven’t had in many ma… https://t.co/Bh7SrNEgz1",0
2017-01-31,3,0.0211269557476044,0.1109911998113,0.261335551738739,97752,31063,459100,31063,"The Democrats are delaying my cabinet picks for purely political reasons. They have nothing going but to obstruct. Now have an Obama A.G. ||| Nancy Pelosi and Fake Tears Chuck Schumer held a rally  at the steps of The Supreme Court and mic did not work (a mess)-just like Dem party! ||| When will the Democrats give us our Attorney General and rest of Cabinet! They should be ashamed of themselves! No wonder D.C. doesn't work!",0
2017-02-01,4,0.0641883015632629,0.680403292179108,0.998893022537231,117869,25332.5,659762,25332.5,"Getting ready to deliver a VERY IMPORTANT DECISION!  8:00 P.M. ||| Join me live from the @WhiteHouse.https://t.co/LHOs4nAaGl ||| Hope you like my nomination of Judge Neil Gorsuch for the United States Supreme Court. He is a good and brilliant man respected by all. ||| Everybody is arguing whether or not it is a BAN. Call it what you want it is about keeping bad people (with bad intentions) out of country!",1
2017-02-02,8,0.227411866188049,0.551808141171932,0.995832085609436,241111,25167,1042808,25167,"Iran is rapidly taking over more and more of Iraq even after the U.S. has squandered three trillion dollars there. Obvious long ago! ||| Do you believe it? The Obama Administration agreed to take thousands of illegal immigrants from Australia. Why? I will study this dumb deal! ||| If U.C. Berkeley does not allow free speech and practices violence on innocent people with a different point of view - NO FEDERAL FUNDS? ||| Congratulations to Rex Tillerson on being sworn in as our new Secretary of State. He will be a star! ||| Attending Chief Ryan Owens' Dignified Transfer yesterday with my daughter Ivanka was my great honor. To a great and brave man - thank you! ||| Iran has been formally PUT ON NOTICE for firing a ballistic missile.Should have been thankful for the terrible deal the U.S. made with them! ||| Iran was on its last legs and ready to collapse until the U.S. came along and gave it a life-line in the form of the Iran Deal: $150 billion ||| Thank you @Samsung! We would love to have you! https://t.co/r5nxC9oOA4",0
2017-02-03,7,0.0984026789665222,0.369627999407904,0.900503098964691,268276,41566,1106263,41566,"Yes Arnold Schwarzenegger did a really bad job as Governor of California and even worse on the Apprentice...but at least he tried hard! ||| Iran is playing with fire - they don't appreciate how  || kind ||  President Obama was to them. Not me! ||| Thank you to Prime Minister of Australia for telling the truth about our very civil conversation that FAKE NEWS media lied about. Very nice! ||| Meeting with biggest business leaders this morning. Good jobs are coming back to U.S. health care and tax bills are being crafted NOW! ||| Professional anarchists thugs and paid protesters are proving the point of the millions of people who voted to MAKE AMERICA GREAT AGAIN! ||| A new radical Islamic terrorist has just attacked in Louvre Museum in Paris. Tourists were locked down. France on edge again. GET SMART U.S. ||| We must keep  || evil ||  out of our country!",1
2017-02-06,6,0.0452093482017517,0.420639455318451,0.970911264419556,160495,21619,705010,21619,"What an amazing comeback and win by the Patriots. Tom Brady Bob Kraft and Coach B are total winners. Wow! ||| Any negative polls are fake news just like the CNN ABC NBC polls in the election. Sorry people want border security and extreme vetting. ||| I call my own shots largely based on an accumulation of data and everyone knows it. Some FAKE NEWS media in order to marginalize lies! ||| Will be interviewed on @oreillyfactor tonight at 8:00 P.M. ||| The failing @nytimes writes total fiction concerning me. They have gotten it wrong for two years and now are making up stories &amp; sources! ||| An extended interview from the Super Bowl with @oreillyfactor airs tonight at 8:00 P.M. Enjoy! https://t.co/kZdHqaNTVR",0
2017-02-07,5,0.031402200460434,0.39304593205452,0.977937340736389,117832,18399,534056,18399,"The failing @nytimes was forced to apologize to its subscribers for the poor reporting it did on my election win. Now they are worse! ||| The threat from radical Islamic terrorism is very real just look at what is happening in Europe and the Middle-East. Courts must act fast! ||| I don't know Putin have no deals in Russia and the haters are going crazy - yet Obama can make a deal with Iran #1in terror no problem! ||| I don't know Putin have no deals in Russia and the haters are going crazy - yet Obama can make a deal with Iran #1 in terror no problem! ||| An honor having the National Sheriffs' Assoc. join me at the @WhiteHouse. Incredible men &amp; women who protect &amp; serv… https://t.co/1LkhbCNh8L",1
2017-02-08,11,0.104131728410721,0.550515952435407,0.992677569389343,241568,21885,1124028,21885,"It is a disgrace that my full Cabinet is still not in place the longest such delay in the history of our country. Obstruction by Democrats! ||| If the U.S. does not win this case as it so obviously should we can never have the security and safety to which we are entitled. Politics! ||| I will be speaking at 9:00 A.M. today to Police Chiefs and Sheriffs and will be discussing the horrible dangerous and wrong decision....... ||| Thank you to our great Police Chiefs &amp; Sheriffs for your leadership &amp; service. You have a true friend in the… https://t.co/Lysnv8ZR1h ||| My daughter Ivanka has been treated so unfairly by @Nordstrom. She is a great person -- always pushing me to do the right thing! Terrible! ||| '16 Fake News Stories Reporters Have Run Since Trump Won' https://t.co/0dHld5kiVc ||| Big increase in traffic into our country from certain areas while our people are far more vulnerable as we wait for what should be EASY D! ||| Thank you Brian Krzanich CEO of @Intel. A great investment ($7 BILLION) in American INNOVATION and JOBS!… https://t.co/oicfDsPKHQ ||| 'Immigration Ban Is One Of Trump's Most Popular Orders So Far' https://t.co/wAelwuQ4BE ||| 'Majority in Leading EU Nations Support Trump-Style Travel Ban' Poll of more than 10000 people in 10 countries...https://t.co/KWsIWhtC9o ||| 'Trump administration seen as more truthful than news media'https://t.co/6LmsR5JOSW",0
2017-02-09,8,0.0339374840259552,0.408013120293617,0.973226308822632,187485,15350,875315,15350,"Congratulations to our new Attorney General @SenatorSessions! https://t.co/e0buP1K83z ||| Sen.Richard Blumenthal who never fought in Vietnam when he said for years he had (major lie)now misrepresents what Judge Gorsuch told him? ||| Chris Cuomo in his interview with Sen. Blumenthal never asked him about his long-term lie about his brave  || service ||  in Vietnam. FAKE NEWS! ||| Sen. McCain should not be talking about the success or failure of a mission to the media. Only emboldens the enemy! He's been losing so.... ||| ...long he doesn't know how to win anymore just look at the mess our country is in - bogged down in conflict all over the place. Our hero.. ||| ..Ryan died on a winning mission ( according to General Mattis) not a  || failure. ||  Time for the U.S. to get smart and start winning again! ||| Join us live in the Oval Office for the swearing in of our new Attorney General @SenatorSessions!LIVE:… https://t.co/QeW6vjog4A ||| SEE YOU IN COURT THE SECURITY OF OUR NATION IS AT STAKE!",1
2017-02-10,3,0.188635796308517,0.396211932102839,0.5,81639,23732,356367,23732,"LAWFARE:  || Remarkably in the entire opinion the panel did not bother even to cite this (the) statute. ||  A disgraceful decision! ||| The failing @nytimes does major FAKE NEWS China story saying  || Mr.Xi has not spoken to Mr. Trump since Nov.14. ||  We spoke at length yesterday! ||| Heading to Joint Base Andrews on #MarineOne with Prime Minister Shinzō earlier today. https://t.co/4JFhyYdeHO",1
2017-02-13,3,0.934277772903442,0.959767580032349,0.990262627601624,40660,13466,244511,13466,"Today I will meet with Canadian PM Trudeau and a group of leading business women to discuss women in the workforce. https://t.co/bFAHPRXHdP ||| Welcome to the @WhiteHouse Prime Minister @JustinTrudeau! https://t.co/WKgF8Zo9ri ||| Wonderful meeting with Canadian PM @JustinTrudeau and a group of leading CEO's &amp; business women from Canada🇨🇦and th… https://t.co/wAoCOaYeZ6",1
2017-02-14,6,0.5,0.621658821900686,0.986443161964417,91482,13800.5,459057,13800.5,"Congratulations Treasury Secretary Steven Mnuchin! #ICYMI- watch here: https://t.co/RPsmw4yD7y https://t.co/K8tWLlXiYK ||| Congratulations to our new #VASecretary Dr. David Shulkin. Time to take care of Veterans who have fought to protect… https://t.co/FNewjbHuw4 ||| The real story here is why are there so many illegal leaks coming out of Washington? Will these leaks be happening as I deal on N.Korea etc? ||| Great parent-teacher listening session this morning with @VP Pence &amp; @usedgov Secretary @BetsyDeVos. Watch:… https://t.co/nuLTs513Ot ||| 'Remarks by President Trump at Signing of H.J. Resolution 41'https://t.co/Q3MoCGAc54 https://t.co/yGDDTKm9Br ||| Obamacare continues to fail. Humana to pull out in 2018. Will repeal replace &amp; save healthcare for ALL Americans. https://t.co/glWEQ0lNR4",1
2017-02-15,11,0.0858999192714691,0.471323617480018,0.992295503616333,259443,21143,991177,21143,"The fake news media is going crazy with their conspiracy theories and blind hatred. @MSNBC &amp; @CNN are unwatchable. @foxandfriends is great! ||| This Russian connection non-sense is merely an attempt to cover-up the many mistakes made in Hillary Clinton's losing campaign. ||| Information is being illegally given to the failing @nytimes &amp; @washingtonpost by the intelligence community (NSA and FBI?).Just like Russia ||| Thank you to Eli Lake of The Bloomberg View -  || The NSA &amp; FBI...should not interfere in our politics...and is ||  Very serious situation for USA ||| Crimea was TAKEN by Russia during the Obama Administration. Was Obama too soft on Russia? ||| The real scandal here is that classified information is illegally given out by  || intelligence ||  like candy. Very un-American! ||| Great listening session with CEO's of the Retail Industry Leaders Association this morning! https://t.co/sy6xJcWfcF ||| Welcome to the United States @IsraeliPM Benjamin &amp; Sara!#ICYMI🇺🇸🇮🇱Joint Press Conference: https://t.co/GN6ALWUusN https://t.co/bH60nBL5FP ||| Join me in Florida this Saturday at 5pm for a rally at the Orlando-Melbourne International Airport!Tickets:… https://t.co/OigfXFECPp ||| Aetna CEO: Obamacare in 'Death Spiral' #RepealAndReplace https://t.co/dmHL7xIEQv ||| Venezuela should allow Leopoldo Lopez a political prisoner &amp; husband of @liliantintori (just met w/ @marcorubio) o… https://t.co/HhgE51dtSN",1
2017-02-16,6,0.0093686580657959,0.499133293827375,0.906952500343323,131743,21748.5,657803,21748.5,"Stock market hits new high with longest winning streak in decades. Great level of confidence and optimism - even before tax plan rollout! ||| Leaking and even illegal classified leaking has been a big problem in Washington for years. Failing @nytimes (and others) must apologize! ||| The spotlight has finally been put on the low-life leakers! They will be caught! ||| FAKE NEWS media which makes up stories and  || sources ||  is far more effective than the discredited Democrats - but they are fading fast! ||| The Democrats had to come up with a story as to why they lost the election and so badly (306) so they made up a story - RUSSIA. Fake news! ||| 'Trump signs bill undoing Obama coal mining rule' https://t.co/yMfT5r5RGh",1
2017-02-17,8,0.019358366727829,0.540003798902035,0.958663702011108,153317,15793,761912,15793,"Despite the long delays by the Democrats in finally approving Dr. Tom Price the repeal and replacement of ObamaCare is moving fast! ||| Going to Charleston South Carolina in order to spend time with Boeing and talk jobs! Look forward to it. ||| Thank you for all of the nice statements on the Press Conference yesterday. Rush Limbaugh said one of greatest ever. Fake media not happy! ||| General Keith Kellogg who I have known for a long time is very much in play for NSA - as are three others. ||| Join me at 11:00am:Watch here: https://t.co/veqKmsGAwf https://t.co/UzndIjIqjM ||| The FAKE NEWS media (failing @nytimes @CNN @NBCNews and many more)    is not my enemy it is the enemy of the American people. SICK! ||| The FAKE NEWS media (failing @nytimes @NBCNews @ABC @CBS @CNN) is not my enemy it is the enemy of the American People! |||  || One of the most effective press conferences I've ever seen! ||  says Rush Limbaugh. Many agree.Yet FAKE MEDIA  calls it differently! Dishonest",1
2017-02-20,4,0.5,0.775347143411636,0.958342790603638,99441,25303,489861,25303,"Give the public a break - The FAKE NEWS media is trying to say that large scale immigration in Sweden is working out just beautifully. NOT! ||| HAPPY PRESIDENTS DAY - MAKE AMERICA GREAT AGAIN! ||| Meeting with Generals at Mar-a-Lago in Florida. Very interesting! ||| Just named General H.R. McMaster National Security Advisor.",1
